CB10-8,RG59 + Power - Black Mil / 500m,5468.00,3827.00,6288.2,4401.05,,
CB10-12,RG59 + Power - Black / 500m,3662.00,2563.00,4211.3,2947.45,,
CB65,Cable - CAT5 CCA 10Mbps / 100m,356.00,249.00,409.4,286.35,,
CB69,Cable - CAT5E UTP BC 100m,806.00,564.00,926.9,648.6,,
CB69-2,Cable - CAT5E UTP BC 500m,4296.00,3007.00,4940.4,3458.05,,
CB66-2,UTP 4Pairs Cable Category 5E PVC 305m,2408.00,1685.00,2769.2,1937.75,,
CB69-4,Cable - CAT5E Outdoor UTP BC 500m Black,5629.00,3940.00,6473.35,4531,,
CB69-7,Cable - CAT5E S/UTP Indoor Grey - 500m,6096.00,4267.00,7010.4,4907.05,,
CB69-9,Cable - CAT5E S/UTP Outdoor UVBlack 100m,1382.00,967.00,1589.3,1112.05,,
CB69-8,Cable - CAT5E S/UTP Outdoor UVBlack 500m,6429.00,4500.00,7393.35,5175,,
CB69-11,Cable - CAT5E Green UTP BC 500m,4353.00,3047.00,5005.95,3504.05,,
CB70,Cable - CAT6E UTP BC 100m,1042.00,729.00,1198.3,838.35,,
CB66-3,UTP 4Pairs Cable Cat 6 PVC Sheath 305m,3385.00,2389.00,3892.75,2747.35,,
CB70-1,Cable - CAT6E U/UTP BC 300m Grey,3303.00,2312.00,3798.45,2658.8,,
CB70-2,Cable - CAT6E U/UTP BC 500m Grey,5506.00,3854.00,6331.9,4432.1,,
CB70-4,Cable - CAT6E Outdoor UTP BC 500m Black,8568.00,5997.00,9853.2,6896.55,,
CB70-5,Cable - CAT6E U/UTP BC 500m Yellow,5553.00,3887.00,6385.95,4470.05,,
CB70-6,Cable - CAT6E U/UTP BC 500m Orange Solid,5553.00,3887.00,6385.95,4470.05,,
CB70-7,Cable - CAT6E S/UTP Indoor Grey 500m,8565.00,5995.00,9849.75,6894.25,,
CB70-8,Cable - CAT6 S/UTP Outdoor UV Black 500m,8572.00,6000.00,9857.8,6900,,
CB70-9,Cable - CAT6E S/UTP Outdoor UV Black 100,1839.00,1287.00,2114.85,1480.05,,
CB65-2,Cable - CAT5 Fly Lead Grey / 3m,47.80,35.80,54.97,41.17,,
CB65-22,Cable - CAT5 Patch Cord Grey 0.5m,19.60,12.70,22.54,14.605,,
CB65-32,Cable - CAT6 Patch Cord Grey 0.5m,37.00,25.40,42.55,29.21,,
CB65-13,CAT6 Fly Lead Grey 3m,50.00,36.00,57.5,41.4,,
CB65-15,CAT6 Fly Lead Grey 5m,66.00,47.50,75.9,54.625,,
,Other CAT5E and CAT6 Cable Colours Available on Request,,,0,0,,
HDMI CABLES,,,,0,0,,
CB92-1-4K,HDMI 2.0 Cable 4K Male to Male 0.5m 30AW,60.00,52.00,69,59.8,,
CB92-2-4K,HDMI 2.0 Cable 4K Male to Male 2,80.00,54.00,92,62.1,,
CB92-5-4K,HDMI 2.0 Cable 4K male to Male 5m,204.00,139.00,234.6,159.85,,
CB92-10-4K,HDMI 2.0 Cable 4K Male to Male 10m,439.00,299.00,504.85,343.85,,
CB92-20-4K,HDMI 2.0 Cable 4K Male to Male 20m 24AWG,1171.00,799.00,1346.65,918.85,,
CB93,HDMI Act Optical Cable 4K-60Hz UHD Displ,7233.00,5062.90,8317.95,5822.335,,
CONNECTORS,,,,0,0,,
CN01,BNC - Crimp Plug 6mm Male,11.00,7.60,12.65,8.74,,
CN01-2,BNC - Plug Screw Fixing,16.70,10.80,19.205,12.42,,
CN01-3,BNC - Female Crimp 6m,21.50,15.00,24.725,17.25,,
CN02,BNC - T Piece,14.20,9.20,16.33,10.58,,
CN03,BNC in-line adaptor - Female to Female,10.80,7.00,12.42,8.05,,
CN03-1,BNC Female - RCA Male Adaptor,13.00,8.80,14.95,10.12,,
CN03-2,BNC  - Male - RCA Male Adaptor,19.90,13.95,22.885,16.0425,,
CN04,BNC - Black boots,4.46,2.90,5.129,3.335,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 18,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
SURVEILLANCE,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
CONNECTORS,,,,0,0,,
CN04-1,DC Plug incl Terminal Connector Block Ma,14.40,9.40,16.56,10.81,,
CN04-3,DC Plug Lead incl Connector,24.70,16.80,28.405,19.32,,
CN04-5,DC Socket incl Terminal Connector Block,13.00,8.30,14.95,9.545,,
HW22-1,Connector - RJ45 for CAT 5 Cable,3.00,1.69,3.45,1.9435,,
HW22-3,Connector Boot - RJ45 Grey,3.00,1.90,3.45,2.185,,
HW23-1,Connector Boot - RJ45 Green,1.85,1.20,2.1275,1.38,,
HW22-6,Connector - CAT6 Shielded RJ45 for STP,6.60,4.60,7.59,5.29,,
HW22-7,Connector - CAT5 Shielded RJ45 for STP,4.46,2.90,5.129,3.335,,
HW23-7,CAT7 RJ45 Shielded Connector + Insert 22,86.00,60.00,98.9,69,,
HW22-8,RJ45 PushThough Connector for CAT5 Cable,3.50,2.40,4.025,2.76,,
,,,,0,0,,
CN15,CAT5E Single Wall Box,42.00,29.40,48.3,33.81,,
CN15-1,CAT5E Double Wall Box,76.00,52.90,87.4,60.835,,
CN15-2,CAT6 Single Wall Box,52.00,36.40,59.8,41.86,,
CN15-3,CAT6 Double Wall Box,103.00,71.50,118.45,82.225,,
,,,,0,0,,
CN16-4,CAT5E UTP 24 Port Patch Panel,680.20,476.10,782.23,547.515,,
CN16-6,CAT6 UTP 24 Port Patch Panel,649.00,454.00,746.35,522.1,,
,,,,0,0,,
TOOLS & TEST METERS,,,,0,0,,
TL48,Crimping Tool - 6mm RG59,496.00,347.20,570.4,399.28,,
TL48-2,Crimping Tool - RJ11 / RJ12 / RJ45,413.00,288.80,474.95,332.12,,
TL49-1,Coaxial Cable Stripper - Round Handle,198.60,139.00,228.39,159.85,,
TL22,Tone And Probe Tester MTC40,2136.00,1495.00,2456.4,1719.25,,
TL22-1,Multimeter - LAN Tester for CAT 5 MTC50,2836.00,1985.00,3261.4,2282.75,,
,,,,0,0,,
CCTV POWER SUPPLIES,,,,0,0,,
PS40-1,PSU - 2.5 Amp 12 VDC Regulated,248.00,169.60,285.2,195.04,,
PS65-1,SP CCTV PS Switch Mode 12VDC 4Amp Regula,315.00,216.00,362.25,248.4,,
PS64-1,SP CCTV PS Dist Box 9-Way 5Amp,967.00,659.00,1112.05,757.85,,
PS64-2,SP CCTV PS Dist Box 9-Way 10Amp,999.00,778.00,1148.85,894.7,,
PS64-3,SP CCTV PS Dist Box 9-Way 8Amp Power Sto,1597.00,1089.00,1836.55,1252.35,,
PS68,SP CCTV PS Dist Box 10-Way 10Amp,903.00,619.00,1038.45,711.85,,
PS69,SP CCTV PS Dist Box 18-Way 20Amp,1316.00,899.00,1513.4,1033.85,,
PS70,SP PS 12VDC 10Amp Enclosed,586.00,399.00,673.9,458.85,,
CCTV ACCESSORIES,,,,0,0,,
CC27,RF Modulator AV to RF Converter,478.00,334.00,549.7,384.1,,
CC27-3,CCTV VGA In to VGA BNC Out 5V PSU,1517.00,1035.00,1744.55,1190.25,,
CC27-2,SP Cam Sound Mod Microphone,189.00,129.00,217.35,148.35,,
CC27-4,Converter CCTV AV to VGA & HDMI,902.00,615.00,1037.3,707.25,,
CC27-5,Video Distribution Amp 1 - 4,433.00,295.00,497.95,339.25,,
CC30-1,SP Wall Mnt Bracket for LCD Monitors Pan,557.00,389.00,640.55,447.35,,
CC31-2,SP Fixed Wall Mnt Bracket for LCD Monito,233.00,158.00,267.95,181.7,,
CC32-1,SP Fixed Wall Mnt Bracket for LCD Monito,345.00,235.00,396.75,270.25,,
CC757,Small Luminous CCTV Sign 220 x 220mm,128.00,89.00,147.2,102.35,,
CC758,Large Luminous CCTV Sign 325 x 325mm,190.00,133.00,218.5,152.95,,
CA21,SP Uni Cam Mnt Enclose 115x115x48mm,58.00,39.00,66.7,44.85,,
CA21-1,SP L Uni Cam Mnt Enclose 161x161x48mm Wh,88.00,59.00,101.2,67.85,,
CA21-5,SP Enclose Blk Uni Cam Mnt 115x115x48mm,58.00,39.00,66.7,44.85,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 19,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
SURVEILLANCE,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
UPS POWER BACKUP,,,,0,0,,
PS63,UPS - 1.2KVA 600 Watts 2 x 12V 7Ah Int,2279.00,1595.00,2620.85,1834.25,,
PS63-1,UPS - 700VA 360 Watts 1 x 12V 7Ah Intern,1140.00,798.00,1311,917.7,,
PS63-2,UPS - 2KVA 1200 Watts 2 x 12V 9Ah Intern,3279.00,2295.00,3770.85,2639.25,,
PS63-3,UPS - 3KVA 1800 Watts 4 x 12V 9Ah Intern,5713.00,3999.00,6569.95,4598.85,,
PS84-1,UPS Inverter 1000W with 100Ah Battery,12483.00,8738.00,14355.45,10048.7,,
,CCTV SURGE PROTECTION,,,0,0,,
CC25,CCTV Line Surge Protector CVBS & HD-TVI,412.00,283.00,473.8,325.45,,
CC53,CCTV Ground Loop Isolator HD,275.00,142.00,316.25,163.3,,
LT01-1,Single Ch Surge Protector 10/100Mbps,404.00,275.00,464.6,316.25,,
LT02-2,Single Ch Gb Network Surge Protector,468.00,319.00,538.2,366.85,,
LT02-12,12 Ch Network Gigabit Surge Protector,4943.00,3460.00,5684.45,3979,,
LT02-12P,12 Ch Network Gigabit Surge Protect PoE,6923.00,4846.00,7961.45,5572.9,,
LT02-24,24 Ch Network Gigabit Surge Protector,8150.00,5705.00,9372.5,6560.75,,
LT02-24P,24Ch Network Gigabit Surge Protector PoE,10078.00,7054.00,11589.7,8112.1,,
,LIGHTNING & SURGE PROTECTION,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,"SURGE PROTECTION, MAINS, INTERCOM, MOTORS & DATA",,,0,0,,
LT03,CL Data Protect 10 Way Intercom 15VDC,516.00,361.00,593.4,415.15,,
LT04,CL 1 Zone Electric Fence Protection + AC,1848.00,1293.00,2125.2,1486.95,,
LT05,CL Mains Protect Series Surge Tube 10A,290.00,203.00,333.5,233.45,,
LT07,CL Multiplug 4 x 16A 3Pin & RJ11 Network,792.00,554.00,910.8,637.1,,
LT08,CL Multiplug 4 x16A and 4 x 2Pin,612.00,428.00,703.8,492.2,,
LT08-2,CL Multiplug 4x16A 3Pin & 4x2Pin + DSTV,990.00,693.00,1138.5,796.95,,
LT09,ZAP2 - 2 wire 220V Mains Protect,226.80,168.00,260.82,193.2,,
LT10,ZAP3 - 3 Wire Live Neutral Earth Protect,150.11,115.00,172.6265,132.25,,
LT11,CL Mains Protect 16A Std Plug LED,130.00,91.00,149.5,104.65,,
LT12,CL Mains Protect 16A Dedicated Plug LED,156.00,109.00,179.4,125.35,,
LT13,CL Inline HDMI Protector,676.00,473.00,777.4,543.95,,
LT14-1,BPT Lightning Protect LP/7,340.20,252.00,391.23,289.8,,
LT17,CL Mains Tele Protect Socket 16A Plug-in,500.00,350.00,575,402.5,,
LT18,Lightning Protection Module RAS,49.00,33.00,56.35,37.95,,
LT20,CL Mains Protect Socket 16A Plug-in,598.00,418.00,687.7,480.7,,
LT20-1,CL Mains Fridge Protect Socket 16A,795.00,556.00,914.25,639.4,,
LT21,CL DB Board Single Phase Surge Arrestor,1748.00,1223.00,2010.2,1406.45,,
LT21-1,CL DB Board Single Phase SS25 Surge Ast,308.00,215.00,354.2,247.25,,
LT21-2,CL DB Board Single Phase SS40P Surge Ast,438.00,306.00,503.7,351.9,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 20,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
GATE AUTOMATION,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,CENTURION - SLIDING GATE MOTORS / KITS,,,0,0,,
RGA01-2,D10 Smart 24V DC Motor excl Batteries,10842.86,7590.00,12469.289,8728.5,,
RGA01-3,D10 Smart Turbo 24VDC Motor excl Batt,11677.14,8174.00,13428.711,9400.1,,
RGA02,D20 Smart Motor 2000kg excl Batteries,11227.14,7859.00,12911.211,9037.85,,
KT012,D5 EVO 12V Gate Motor Incl 2 x 4B Tx,6270.00,3999.00,7210.5,4598.85,,
RGA03-2,D5 EVO 12V Gate Motor Only (500Kg),5466.00,3826.00,6285.9,4399.9,,
SP07-1,D5 EVO Motor Kit Complete - Steel Rack,7097.14,4468.00,8161.711,5138.2,,
SP08-1,D5 EVO Motor Kit Complete RAZ/Nylon Rack,7191.43,4554.00,8270.1445,5237.1,,
KT013,D5 Smart 24V Gate Motor Incl 2 x 4B Tx,6604.29,4223.00,7594.9335,4856.45,,
SP07-2,D5 Smart Motor Kit 2x4B Tx Rack & Batt,7662.86,4864.00,8812.289,5593.6,,
SP08-2,D5 Smart Motor Kit 2x4B Tx RAZ & Batt,7757.14,4930.00,8920.711,5669.5,,
SP10-2,D10 Smart 24V DC Motor Kit Steel Rack,12271.43,8250.00,14112.1445,9487.5,,
SP10-3,D10 Smart Turbo 24VDC Motor Kit Stl Rack,15948.57,10814.00,18340.8555,12436.1,,
,,,,0,0,,
SP20,D20 Smart 24V DC Motor Kit Steel Rack,12655.71,8859.00,14554.0665,10187.85,,
SP20-1,D20 Smart 24V DC Sliding Motor Part Kit,11995.71,8397.00,13795.0665,9656.55,,
SP46,D2 Turbo CENTURION Gate Motor Kit,5065.71,3399.00,5825.5665,3908.85,,
,,,,0,0,,
,CENTURION - SWING GATE MOTORS,,,0,0,,
GA74,Vantage Single 400 Operator Kit,9208.57,6446.00,10589.8555,7412.9,,
GA74-1,Vantage Double 400 Operator Kit,13770.00,9639.00,15835.5,11084.85,,
GA75,Vantage Single 500 Operator Kit,9342.86,6540.00,10744.289,7521,,
GA75-1,Vantage Double 500 Operator Kit,14038.57,9827.00,16144.3555,11301.05,,
GA78,VERT-X Single Swing Operator Kit,8871.43,6210.00,10202.1445,7141.5,,
GA78-1,VERT-X Double Swing Operator Kit,13095.71,9167.00,15060.0665,10542.05,,
CB81,CABLE - 2 Core x 2mm 4 Core x 0.5mm 25m,1027.14,719.00,1181.211,826.85,,
,"Cable for Vector, Vantage & Vert-X",,,0,0,,
,,,,0,0,,
,CENTURION - HD Roller Shutter Operators,,,0,0,,
GA138,CENTURION RSO5R Kit - 500Kg 360W,9197.00,6437.75,10576.55,7403.4125,,
GA138-2,CENTURION RSO50 Kit - 500Kg 24VDC,12012.14,8408.50,13813.961,9669.775,,
GA138-5,CENTURION RSO50 Kit - 500Kg 24VD FMLC T2,10105.36,7073.75,11621.164,8134.8125,,
GA139,CENTURION RSO5R - 220VAC 500Kg RSO ONLY,7344.29,5141.00,8445.9335,5912.15,,
GA139-1,CENTURION RSO5DC - 24VDC 500Kg RSO Only,5557.14,3890.00,6390.711,4473.5,,
,3 Phase 380VAC RSO also available,,,0,0,,
,,,,0,0,,
,CENTURION GENERAL ACCESSORIES,,,0,0,,
GA26-1,CENTURION A10 / D10 Theft Resistant Cage,1807.14,1265.00,2078.211,1454.75,,
GA26-13,CENTURION D5 Theft Resistant Cage & Lock,1297.14,908.00,1491.711,1044.2,,
GA26-8,CENTURION D2 Theft Resistant Cage SSG304,851.43,596.00,979.1445,685.4,,
GA26-14,CENTURION D5 Smart Theft Cage Assembly,1117.14,782.00,1284.711,899.3,,
GA26-15,D10 Smart D10 Turbo D20 Smart Theft Cage,1874.29,1312.00,2155.4335,1508.8,,
GA24-6,CENTURION DX Smart Controller No LCD Box,1958.57,1371.00,2252.3555,1576.65,,
GA23-14,CENTURION - D5 EVO LCD Controller,1898.57,1329.00,2183.3555,1528.35,,
GA23-15,CENTURION - PCB D10 (Black),1984.29,1389.00,2281.9335,1597.35,,
GA23-16,CENTURION - A10 Encoder Housing & PCB,66.20,46.30,76.13,53.245,,
GA23-17,CENTURION - D10 / D5EVO Doss Harness V3,42.00,29.30,48.3,33.695,,
GA23-8,CENTURION 24-12V DC-DC Regulator - Relay,287.14,201.00,330.211,231.15,,
GA27-10,CENTURION DX Smart Charger 27.4V 1.3Amp,811.43,568.00,933.1445,653.2,,
GA27-11,CENTURION DX Smart Charger D10S 27.4V,1008.57,706.00,1159.8555,811.9,,
GA27-4,CENTURION - A10 DC Converter 3Amp,9130.00,6391.00,10499.5,7349.65,,
GA27-5,CENTURION - D5 EVO Switch Mode PSU 2A,704.00,492.70,809.6,566.605,,
GA76-21,VERT-X / VANTAGE Wall Mount Bracket Kit,395.80,277.00,455.17,318.55,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 21,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
GATE AUTOMATION,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
NICE - GATE MOTORS,,,,0,0,,
GA02,Nice Drive 300 Gate Motor  incl Battery,4031.00,2795.00,4635.65,3214.25,,
RGA06,Nice Drive 500 12V Mag Limit Trf Plug In,4425.00,3871.10,5088.75,4451.765,,
RGA08,Nice Drive 600 Mag Limit ACDC,6274.00,4350.24,7215.1,5002.776,,
GA01,Nice Drive 1000 Gate Motor Kit incl Batt,10536.00,7375.00,12116.4,8481.25,,
GA01-5,Nice RUN 2500 Sliding Gate Motor Only,15382.00,12920.25,17689.3,14858.2875,,
GA01-4,Nice TUB 4000 Sliding Gate Motor Only,24903.00,20918.50,28638.45,24056.275,,
GA08,Nice 500 - ACDC Gate Motor Incl 2 x Tx,5275.00,4430.80,6066.25,5095.42,,
SP51,Nice 500 - 12V Gate Motor Kit Nylon Rack,5021.00,4217.40,5774.15,4850.01,,
SP55,ET500 - ACDC Gate Motor Kit - 4m Rack,5619.00,3933.00,6461.85,4522.95,,
SP56,ET500 - ACDC Gate Motor Kit - Nylon Rack,5719.00,4803.15,6576.85,5523.6225,,
SP58,Nice Drive 300 Motor Kit inc Batt & Rack,3781.00,3175.55,4348.15,3651.8825,,
SP59-1,Nice Drive 500 Motor Kit inc Batt & Rack,6200.00,4298.55,7130,4943.3325,,
SP61-1,Nice Drive 600 Motor Kit inc Batt & Rack,5529.00,4837.35,6358.35,5562.9525,,
SP57,ET Drive 1000 Motor Kit incl Batt & Rack,8880.00,7769.20,10212,8934.58,,
,NICE GENERAL ACCESSORIES,,,0,0,,
GA29-1,Nice Drive 500/600 Theft Resistant Brack,1036.00,870.24,1191.4,1000.776,,
GA29-3,Nice AC/DC Cover Incl Theft BrackNice Re,380.00,318.55,437,366.3325,,
GA29-4,Nice AC/DC Cover Incl Theft BrackNice Gr,387.00,324.45,445.05,373.1175,,
GA29-5,Nice Drive 1000 Theft Deterrent Bracket,1391.00,964.39,1599.65,1109.0485,,
GA29-6,Nice Drive 500 Cover Only,233.00,195.50,267.95,224.825,,
GA29-7,Nice Drive 600 Cover Only,233.00,195.50,267.95,224.825,,
GA29-10,Nice Drive 500 Gate Motor Base Plate Kit,190.00,159.52,218.5,183.448,,
GA107-13,Nice Drive 500/600 PCB in Housing,1433.40,1003.33,1648.41,1153.8295,,
GA107-18,Nice Drive 300 PCB,855.00,718.13,983.25,825.8495,,
GA107-4,Nice 500 Control Cards,1140.00,957.60,1311,1101.24,,
GEMINI GATE MOTORS,,,,0,0,,
RGA85,Gemini DC Slider Battery & Remotes Only,4229.22,3524.10,4863.603,4052.715,,
RGA85-1,Gemini DC Slider Motor Only,4119.00,2786.00,4736.85,3203.9,,
GA85,Gemini DC Slider Kit Batt Remotes & Rack,4499.00,3725.00,5173.85,4283.75,,
RGA86-1,Gemini DC Slider SEL 12A/H 142 Excl Stee,4988.00,3399.00,5736.2,3908.85,,
GA86-1,Gemini DC Slider SEL 12A/H 142 incl Rack,4618.65,3848.87,5311.4475,4426.2005,,
GA86-2,Gemini Slider Gate Motor 24V 5AH excl St,4656.95,3880.79,5355.4925,4462.9085,,
GA86-3,Gemini Complex Slider Gate Motor 24V 8AH,7959.69,6122.83,9153.6435,7041.2545,,
DACE GATE MOTORS,,,,0,0,,
SP90-1,DACE SPRINT 500 Sliding Motor HV Kit,4759.74,3388.93,5473.701,3897.2695,,
SP91,DACE CONDO Gate Motor Kit Incl Rack,5954.02,4364.30,6847.123,5018.945,,
GA111-1,DACE 12V Single Swing Pedestal Mnt Kit,5152.16,4121.73,5924.984,4739.9895,,
GA112-1,DACE 12V Single Swing Wall Mount Kit,5107.31,4085.85,5873.4065,4698.7275,,
,NICE-HANSA - SLIDING GATE MOTORS,,,0,0,,
GA53-2,HANSA SPEEDO 24V HD + 4m Steel Rack,12497.00,10496.70,14371.55,12071.205,,
GA53-6,HANSA SPEEDO 24V HD Incl Powerpack,12858.00,9000.00,14786.7,10350,,
GA230,"NICE ROBUS 250 Motor, Incl 24VDC Battery",3839.00,2687.00,4414.85,3090.05,,
,NICE-HANSA - SWING GATE MOTORS,,,0,0,,
GA67-5,HANSA - Elite Double Swing 24V HD kit,35685.00,29975.00,41037.75,34471.25,,
GA222,NICE TOONA 7m Double Swing 24VDC,22525.00,18921.00,25903.75,21759.15,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 22,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
GATE AUTOMATION,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,SENTRY - SLIDING GATE MOTOR,,,0,0,,
GA134,Sentry SGO6 Gate Motor Kit Batt + 2x Tx4,4000.00,3100.00,4600,3565,,
SP134,"Sentry SGO6 Motor Kit 2 x Tx4 Batt, Rack",5000.00,3499.00,5750,4023.85,,
GA134-9,Sentry SGO6 Motor Theft Deterrent Cage,711.00,514.00,817.65,591.1,,
GATE BEAMS,,,,0,0,,
BD06,GATE BEAM - Centurion 40M,460.00,322.00,529,370.3,,
BD09,GATE BEAM - Centurion PHOTON Wireless,912.86,639.00,1049.789,734.85,,
BD09-1,GATE BEAM - Centurion PHOTON Smart WL,954.29,668.00,1097.4335,768.2,,
BD05-2,GATE BEAM Nice Wave Semi-Wireless IR,564.00,473.27,648.6,544.2605,,
BD08-1,GATE BEAM Nice Infra Red Blue Eyes V2,351.00,294.84,403.65,339.066,,
BD05-4,GATE BEAM - Sentry 15M Wireles IP55,590.00,399.00,678.5,458.85,,
LOOP DETECTORS,,,,0,0,,
GA31-1,Loop Detector - 11 Pin Socket,65.00,45.00,74.75,51.75,,
GA31-3,Loop Detector - Single Channel 220V SS,570.00,399.00,655.5,458.85,,
GA31-4,Loop Detector - Dual 12 / 24VDC SS,856.00,599.00,984.4,688.85,,
GA31-6,Loop Detector - Single Channel 12V MD201,449.00,377.14,516.35,433.711,,
GA31-7,Loop Detector - FLUX SA 1Ch 12/24V AC/DC,705.71,494.00,811.5665,568.1,,
GA31-8,Loop Detector - FLUX 11 Pin 1Ch 12/24V,984.29,689.00,1131.9335,792.35,,
CB64,Cable Silicon 1.5mm Red / 100m - Loop,789.00,552.00,907.35,634.8,,
,INSTALLATION ACCESSORIES,,,0,0,,
GA26-4,D5 Theft Resistant Cage - Generic,713.00,499.00,819.95,573.85,,
LK79-3,Padlock - Insurance 70mm,385.00,269.00,442.75,309.35,,
LK79-4,Padlock - Discus 70mm,170.00,118.50,195.5,136.275,,
LK79-3-1,Padlock - Insurance 90mm,520.00,364.00,598,418.6,,
,,,,0,0,,
GA30,Gate Wheel Kit - 60mm  - V-Profile,231.00,161.20,265.65,185.38,,
GA30-2,Gate Wheel Kit - 60mm E/Plated,242.00,169.10,278.3,194.465,,
GA42,Gate Wheel Kit - 80mm  - V-Profile,296.00,207.00,340.4,238.05,,
GA42-1,Gate Wheel Kit - 80mm E/Plated,318.00,222.40,365.7,255.76,,
GA42-2,Gate Wheel Kit - 80mm U - Profile Elect,329.00,229.80,378.35,264.27,,
GA42-3,Gate Wheel Kit - 80mm Radius,307.00,214.40,353.05,246.56,,
GA42-4,Gate Wheel Kit - 100mm,692.00,484.40,795.8,557.06,,
GA42-6,Gate Shox Wheel Set 80mm Stainless Steel,2287.14,1601.00,2630.211,1841.15,,
GA33,Gate Nylon Guide Rollers / Pair,45.00,31.20,51.75,35.88,,
,Radius and Electro plated Wheel kit types also available,,,0,0,,
GA40,Rack-Steel 30x10mmx2m incl Brackets,388.00,284.00,446.2,326.6,,
GA39,Rack - RAZ Nylon 20mm x 0.5m,91.43,64.00,105.1445,73.6,,
GA18-1,Rack - Nylon Angle Galvanised / 2m,270.00,189.00,310.5,217.35,,
GA131,Sherlo Gate Alarm Code Hopping Tx 403MHz,351.00,245.56,403.65,282.394,,
GA132,Swing Gate Timer,423.65,319.20,487.1975,367.08,,
GA33-2,Gate Mate Brushes (Mr Sweepy),189.00,132.00,217.35,151.8,,
SW98,Isolator Switch 30Amp with W/Proof S/Box,219.00,152.90,251.85,175.835,,
,CENTURION - SOLAR ACCESSORIES,,,0,0,,
PS81,Solar Panel 40W Polycrystalline 18.2V 46,715.00,500.00,822.25,575,,
PS81-1,Solar Panel 60W 18.2V 630x670x30mm,1029.00,720.00,1183.35,828,,
PS81-2,Solar Panel 80W 18.2V 915x670x30mm,1150.00,910.00,1322.5,1046.5,,
PS83-3,Universal Solar Panel Brkt Kit 20W-80W,1357.00,949.60,1560.55,1092.04,,
PS45,Solar Regulator 12V/24V 20Amp,688.00,481.00,791.2,553.15,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 23,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
GATE AUTOMATION,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,REMOTES - Standard Range,,,0,0,,
SW44-1,Nice Tx 1 Button - Blu-Mix Rolling Code,160.00,110.61,184,127.2015,,
SW44-2,Nice Tx 2 Button - Blu-Mix Rolling Code,187.00,130.43,215.05,149.9945,,
SW44-4,Nice Tx 4 Button - Blu-Mix Rolling Code,156.00,141.88,179.4,163.162,,
SW44-6,Nice Tx 6 Button - Blu-Mix Rolling Code,165.00,149.54,189.75,171.971,,
SW56,Smart - 1 Button Tx 433 MHz,243.33,146.00,279.8295,167.9,,
SW56-6,Smart - 2 Button Tx 433 MHz,285.00,171.00,327.75,196.65,,
SW56-8,Smart - 4 Button Tx 433 MHz,355.00,213.00,408.25,244.95,,
SW56-1,Classic - 1 Button Tx 403 MHz,228.33,137.00,262.5795,157.55,,
SW56-1-1,Classic - 2 Button Tx 403 MHz,235.00,141.00,270.25,162.15,,
SW58-1,NOVA V3 1 Button SG Transmitter 433MHz,191.67,115.00,220.4205,132.25,,
SW58-2,NOVA V3 2 Button SG Transmitter 433MHz,250.00,150.00,287.5,172.5,,
SW58-4,NOVA V3 4 Button SG Transmitter 433MHz,308.33,185.00,354.5795,212.75,,
SW107,Sentry - 1 Button Tx Binary (403),152.00,98.00,174.8,112.7,,
SW107-1,Sentry - 3 Button Tx Binary (403),179.00,115.00,205.85,132.25,,
SW107-11,Sentry - 1 Button Tx Learn (403),147.00,95.00,169.05,109.25,,
