regalCode,description,Retail Excl VAT,Trade Excl VAT,trade,retail,subcategory,category
CA55-8,Enclose Alum Tread Plate Box 610x800x300,5308.74,3390,6105.051,3898.5,ENG,efe
CA55-9,Enclose HDG Knock Down Stand for CA55-8,1767.41,1195,2032.5215,1374.25,ENG,efe
CA55-10,ENCLOSURE Stand U-Bracket for CA55-9,63.43,42.9,72.9445,49.335,ENG,efe
,,,,0,0,,efe
Prices are subject to change without prior notice.,,,,0,0,,efe
E&OE. Valid until 31st March 2023.,Page: 41,,,0,0,,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,efe
,,,,0,0,,efe
Trade Price List,,,,0,0,,efe
ELECTRIC FENCING,,,,0,0,,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,efe
,WALLTOP FENCE POLES - POWDER COATED,,,0,0,,efe
EF09,F-Pole - 5Line Flat Bar Angle Black,49.69,35.7,57.1435,41.055,POLE,efe
EF10,F-Pole - 5Line Flat Bar Angle White,49.69,35.7,57.1435,41.055,POLE,efe
EF09-1,F-Pole - 5Line Flat Bar Black,49.69,35.7,57.1435,41.055,POLE,efe
EF11,F-Pole - 5Line Round Black,38.7,27.8,44.505,31.97,POLE,efe
EF12,F-Pole - 5Line Round White,38.7,27.8,44.505,31.97,POLE,efe
EF12-1,F-Pole - 6Line Flat Bar Flat Black,57.77,41.5,66.4355,47.725,POLE,efe
EF12-2,F-Pole - 6Line Flat Bar White,57.77,41.5,66.4355,47.725,POLE,efe
EF13,F-Pole - 6Line Flat Bar Angle Black,57.77,41.5,66.4355,47.725,POLE,efe
EF14,F-Pole - 6Line Flat Bar Angle White,57.77,41.5,66.4355,47.725,POLE,efe
EF15,F-Pole - 6Line Round Black,48.02,34.5,55.223,39.675,POLE,efe
EF16,F-Pole - 6Line Round White,48.02,34.5,55.223,39.675,POLE,efe
EF14-5,F-Pole - 6Line Straight Tube White,78.44,56.35,90.206,64.8025,POLE,efe
EF15-1,F-Pole - 6Line Straight Tube Black,78.44,56.35,90.206,64.8025,POLE,efe
EF13-1,F-Pole - 6Line Angle Tube Black,78.44,56.35,90.206,64.8025,POLE,efe
EF14-1,F-Pole - 6Line Angle Tube White,78.44,56.35,90.206,64.8025,POLE,efe
EF11-5,F-Pole - 8Line Angle Tube White,95.14,68.35,109.411,78.6025,POLE,efe
EF11-6,F-Pole - 8Line Angle Tube Black,95.14,68.35,109.411,78.6025,POLE,efe
EF12-5,F-Pole - 8Line Straight Tube White,98,68.35,112.7,78.6025,POLE,efe
EF12-6,F-Pole - 8Line Straight Tube Black,95.14,68.35,109.411,78.6025,POLE,efe
EF11-7,F-Pole -8Line Straight Tube Shield Black,110.43,74.65,126.9945,85.8475,POLE,efe
EF11-8,F-Pole - 8Line Angle Tube Shield Black,110.42,74.65,126.983,85.8475,POLE,efe
EF11-10,F-Pole - 8Line Tube Golf Black,95.14,68.35,109.411,78.6025,POLE,efe
EF11-11,F-Pole - 8Line +1 Sq Tube Straight G PPM,121.54,82.16,139.771,94.484,POLE,efe
EF11-14,F-Pole - 10Line Angle Tube Black,121.94,87.6,140.231,100.74,POLE,efe
EF11-16,F-Pole - 10Line Straight Tube Black,121.94,87.6,140.231,100.74,POLE,efe
EF11-23,F-Pole - 12Line Straight Tube Black,145.32,104.4,167.118,120.06,POLE,efe
EF11-24,F-Pole - 12Line Angle Tube Black,145.32,104.4,167.118,120.06,POLE,efe
EF11-13,F-Pole - 12Line Square Tube Golf Black,149.2,104.4,171.58,120.06,POLE,efe
EF11-40,Fence Pole 8 Line Square Tube Base SB,129.4,87.48,148.81,100.602,POLE,efe
EF46,Fence Pole - 6Line TPole White,108.27,77.8,124.5105,89.47,POLE,efe
EF46-1,Fence Pole - 6Line TPole Black,108.27,77.8,124.5105,89.47,POLE,efe
EF46-4,Fence Pole - 6Line Low Profile Black,107.04,76.9,123.096,88.435,POLE,efe
EF46-5,Fence Pole - 6Line Low Profile White,107.04,76.9,123.096,88.435,POLE,efe
EF46-8,Fence Pole - 8Line TPole Black Shield,149.21,100.88,171.5915,116.012,POLE,efe
,WALLTOP FENCE POLES - JURASSIC,,,0,0,POLE,efe
EF121-4,Square Tube Jurassic 6Line Galv WBA Slot,88,59.5,101.2,68.425,POLE,efe
EF126,Square Tube Jurassic 6 Wire Galv A BB,88,59.5,101.2,68.425,POLE,efe
EF127,Square Tube Jurassic 6 Wire Galv S BB,88,59.5,101.2,68.425,POLE,efe
EF121-3,Square Tube Jurassic 6 Wire Galv S WB,88,59.5,101.2,68.425,POLE,efe
EF124-2,Square Tube Jurassic 8Line Galv WBA Slot,107.82,72.9,123.993,83.835,POLE,efe
EF124-5,Square Tube Jurassic 8Line Galv WBS Slot,107.82,72.9,123.993,83.835,POLE,efe
EF128,Square Tube Jurassic 8 Wire Galv A BB,107.82,72.9,123.993,83.835,POLE,efe
EF129,Square Tube Jurassic 8 Wire Galv S BB,107.82,72.9,123.993,83.835,POLE,efe
EF130,Square Tube Jurassic 10 Wire Galv A BB,127.05,85.9,146.1075,98.785,POLE,efe
EF131,Square Tube Jurassic 10 Wire Galv S BB,123,85.9,141.45,98.785,POLE,efe
EF132,Square Tube Jurassic 10 Wire Galv A WB,127.05,85.9,146.1075,98.785,POLE,efe
,Galvanised & powder coated JURASSIC poles are also available,,,0,0,POLE,efe
,,,,0,0,POLE,efe
Prices are subject to change without prior notice.,,,,0,0,POLE,efe
E&OE. Valid until 31st March 2023.,Page: 42,,,0,0,POLE,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,POLE,efe
,,,,0,0,POLE,efe
Trade Price List,,,,0,0,POLE,efe
ELECTRIC FENCING,,,,0,0,POLE,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,POLE,efe
,WALLTOP FENCE POLES & STAYS - GALVANIZED,,,0,0,POLE,efe
EF09-6,F-Pole - 5Line Flat Bar Galv BB,68.64,46.4,78.936,53.36,POLE,efe
EF09-8,F-Pole - 5Line Flat Bar Galv WB,63.22,42.74,72.703,49.151,POLE,efe
EF09-2,F-Pole - 5Line Flat Bar Angle Galv BB,68.64,46.4,78.936,53.36,POLE,efe
EF09-4,F-Pole - 5Line Flat Bar Angle Galv WB,63.22,42.74,72.703,49.151,POLE,efe
EF13-5,F-Pole - 6Line Flat Bar Galv BB,76.19,51.5,87.6185,59.225,POLE,efe
EF13-9,F-Pole - 6Line Flat Bar Galv WB,76.17,51.5,87.5955,59.225,POLE,efe
EF13-3,F-Pole - 6Line Flat Bar Angle Galv BB,76.19,51.5,87.6185,59.225,POLE,efe
EF13-10,F-Pole - 6Line Flat Bar Angle Galv WB,76.17,51.5,87.5955,59.225,POLE,efe
EF15-2,F-Pole - 6Line Round Galv BB,55.34,37.4,63.641,43.01,POLE,efe
EF15-3,F-Pole - 6Line Round Galv WB,55.34,37.4,63.641,43.01,POLE,efe
EF46-6,Fence Pole - 6Line Low Profile Galv,112.75,81,129.6625,93.15,POLE,efe
EF46-7,Fence Pole - 6Line TPole Galv Black Bob,110.66,79.5,127.259,91.425,POLE,efe
EF46-9,Fence Pole - 6Line TPole Galv PC BB,122.06,82.5,140.369,94.875,POLE,efe
EF37-3,Stay - 600mm Galvanised,34.45,24.75,39.6175,28.4625,POLE,efe
EF36-5,Stay - 750mm Hot Dip Galvanized PC Black,43.71,31.4,50.2665,36.11,POLE,efe
EF37-8,Stay - 750mm Galvanised,36.05,25.9,41.4575,29.785,POLE,efe
EF37-6,Stay - 750mm with Lug Galvanised,35.4,23.9,40.71,27.485,POLE,efe
,Powdered coated galv and PVC type also available,,,0,0,POLE,efe
,MODULAS FENCE POLES & ACCESSORIES,,,0,0,POLE,efe
EF150,Modulas Bracket 460mm 5 Line incl Caps,48.93,33.08,56.2695,38.042,POLE,efe
EF151,Modulas Bracket 960mm 10 Line incl Caps,79.99,54.08,91.9885,62.192,POLE,efe
EF152,Modulas Bracket 1160mm 12 Line incl Caps,99.39,67.2,114.2985,77.28,POLE,efe
EF153,Modulas Bracket 1960mm 20 Line incl Caps,163.06,110.25,187.519,126.7875,POLE,efe
EF154,Modulas Bracket 2360mm 24 Line incl Caps,194.12,131.25,223.238,150.9375,POLE,efe
EF160,Modulas Corner Bracket 460mm 5 Line,72.24,48.83,83.076,56.1545,POLE,efe
EF161,Modulas Corner Bracket 960mm 10 Line,121.15,81.9,139.3225,94.185,POLE,efe
EF162,Modulas Corner Bracket 1160mm 12 Line,144.44,97.65,166.106,112.2975,POLE,efe
EF163,Modulas Corner Bracket 1960mm 20 Line,232.96,157.5,267.904,181.125,POLE,efe
EF164,Modulas Corner Bracket 2360mm 24 Line,271.78,183.75,312.547,211.3125,POLE,efe
EF175,Modulas Slide Insulator Black,1.86,1.26,2.139,1.449,POLE,efe
EF176,Modulas Spacer Black,1.84,1.24,2.116,1.426,POLE,efe
EF177,Modulas and Jurassic Spring Hook S-S,1.39,1,1.5985,1.15,POLE,efe
EF180,Modulas Mounting Bracket Black - 20,136.44,98.7,156.906,113.505,POLE,efe
EF180-1,Modulas T Base Bracket Black,17,11,19.55,12.65,POLE,efe
EF181,Modulas End Cap 19x19mm Black - 20,102.31,73.5,117.6565,84.525,POLE,efe
EF182,Modulas End Cap 26x19mm Black - 20,111.96,80.8,128.754,92.92,POLE,efe
,All Poles are supplied unassembled,,,0,0,POLE,efe
,,,,0,0,POLE,efe
Prices are subject to change without prior notice.,,,,0,0,POLE,efe
E&OE. Valid until 31st March 2023.,Page: 43,,,0,0,POLE,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,POLE,efe
,,,,0,0,POLE,efe
Trade Price List,,,,0,0,POLE,efe
ELECTRIC FENCING,,,,0,0,POLE,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,POLE,efe
,ELECTRIC FENCE STAYS & ACCESSORIES,,,0,0,POLE,efe
EF36,Stay - 600mm Black,27.42,19.7,31.533,22.655,POLE,efe
EF37,Stay - 600mm White,27.42,19.7,31.533,22.655,POLE,efe
EF37-3,Stay - 600mm Galvanised,34.45,24.75,39.6175,28.4625,POLE,efe
EF37-11,Stay - 600mm Galv Powder Coated White,43.71,31.4,50.2665,36.11,POLE,efe
EF37-12,Stay - 600mm Galvanised PC Black,40.65,29.2,46.7475,33.58,POLE,efe
EF36-4,Stay - 600mm with Lug Black,25.75,18.5,29.6125,21.275,POLE,efe
EF37-15,Stay - 600mm with Lug White,25.75,18.5,29.6125,21.275,POLE,efe
EF37-4,Stay - 600mm with Lug Galvanised,29.44,19.9,33.856,22.885,POLE,efe
EF37-7,Stay - 750mm Black,34.45,24.75,39.6175,28.4625,POLE,efe
EF37-2,Stay - 750mm White,34.45,24.75,39.6175,28.4625,POLE,efe
EF37-8,Stay - 750mm Galvanised,36.05,25.9,41.4575,29.785,POLE,efe
EF36-2,Stay - 750mm Galv Powder Coated White,43.71,31.4,50.2665,36.11,POLE,efe
EF36-5,Stay - 750mm Hot Dip Galvanized PC Black,43.71,31.4,50.2665,36.11,POLE,efe
EF37-1,Stay - 750mm with Lug White,32.01,23,36.8115,26.45,POLE,efe
EF37-10,Stay - 750mm with Lug Black,32.01,23,36.8115,26.45,POLE,efe
EF37-6,Stay - 750mm with Lug Galvanised,35.4,23.9,40.71,27.485,POLE,efe
,ELECTRIC FENCE STAYS & ACCESSORIES,,,0,0,POLE,efe
EF37-14,Stay - 1m x 10mm Black,43.85,31.5,50.4275,36.225,POLE,efe
EF37-13,Stay - 1m x 10mm White,43.85,31.5,50.4275,36.225,POLE,efe
EF37-9,Stay - 1m x 10mm Galvanised,52.76,37.9,60.674,43.585,POLE,efe
EF36-6,Stay Sleeve - 600mm Black,8.9,6.2,10.235,7.13,POLE,efe
EF36-7,Stay Sleeve - 600mm White,8.9,6.2,10.235,7.13,POLE,efe
EF36-9,Stay Sleeve - 750mm Black,10,7.2,11.5,8.28,POLE,efe
EF36-8,Stay Sleeve - 750mm White,11,7.2,12.65,8.28,POLE,efe
EF36-10,Stay Sleeve - 1000mm Black,10.58,7.6,12.167,8.74,POLE,efe
EF36-1,Stay Sleeve - 1000mm White,10.58,7.6,12.167,8.74,POLE,efe
EF38,Stay - Clamp 10 x 12mm,9.19,6.6,10.5685,7.59,POLE,efe
EF39,Stay Lug - 6 x 35mm,6.82,4.9,7.843,5.635,POLE,efe
EF39-2,Stay Lug - 6 x 70mm 10mm Stay,21.58,15.5,24.817,17.825,POLE,efe
,ELECTRIC FENCE FREESTANDING POLES & BRACKETS,,,0,0,POLE,efe
EF47-5,Omega Bracket 1.8m Pre-Galvanised,97.61,66,112.2515,75.9,POLE,efe
EF47-6,Omega Bracket 2.4m Pre-Galvanised,116.84,79,134.366,90.85,POLE,efe
EF47-7,Omega Bracket 3.0m Pre-Galvanised,146.42,99,168.383,113.85,POLE,efe
EF47-4-1,Omega Bracket 1.5m Hot Dipped Galv 1mm,113.9,77,130.985,88.55,POLE,efe
EF47-5-1,Omega Bracket 1.8m Hot Dipped Galv 1mm,128.69,87,147.9935,100.05,POLE,efe
EF47-6-3,Omega Bracket 2.1m Hot Dipped Galv 1mm,137.56,93,158.194,106.95,POLE,efe
EF47-6-2,Omega Bracket 2.1m Hot Dipped Galv 2mm,279.54,189,321.471,217.35,POLE,efe
EF47-6-1,Omega Bracket 2.4m Hot Dipped Galv 1mm,155.31,105,178.6065,120.75,POLE,efe
EF47-13,Omega Bracket 2.4m Hot Dipped Galv 2mm,316.52,214,363.998,246.1,POLE,efe
EF47-7-1,Omega Bracket 3.0m Hot Dipped Galv 1mm,186.37,126,214.3255,144.9,POLE,efe
EF47-7-2,Omega Bracket 3.0m Hot Dipped Galv 2mm,372.72,252,428.628,289.8,POLE,efe
EF47-19,Free Standing Omega Spacer Wall and Tube,4.44,2.99,5.106,3.4385,POLE,efe
,,,,0,0,,efe
Prices are subject to change without prior notice.,,,,0,0,,efe
E&OE. Valid until 31st March 2023.,Page: 44,,,0,0,,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,efe
,,,,0,0,,efe
Trade Price List,,,,0,0,,efe
ELECTRIC FENCING,,,,0,0,,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,efe
,ELECTRIC FENCE ACCESSORIES,,,0,0,,efe
EF01-2,Earth Spike - Copper Incl Nuts-1.2m,74.2,51.9,85.33,59.685,WIRE,efe
EF01-3,Earth Spike - Galv. Incl Nust-1.2m,78.34,54.9,90.091,63.135,WIRE,efe
EF39-8,Earth Spike Lug Each,4.32,3.1,4.968,3.565,WIRE,efe
EF18,Ferrules - 6mm - 100,123.75,88.9,142.3125,102.235,WIRE,efe
EF18-1,Ferrules - 6mm 304 Stainless Steel - 50,93.04,62.9,106.996,72.335,WIRE,efe
EF18-2,Ferrules - 10mm Aluminium - 100,88.39,63.5,101.6485,73.025,WIRE,efe
EF18-3,Ferrules - 6mm Aluminium - 100,61.11,43.9,70.2765,50.485,WIRE,efe
EF18-4,Ferrules - 10mm Tinned Copper - 100,215.76,155,248.124,178.25,WIRE,efe
EF18-5,Ferrules - 10mm Soft Stainless Steel -50,115.22,77.9,132.503,89.585,WIRE,efe
EF18-6,Ferrules - 16mm Tinned Copper - 100,313.2,225,360.18,258.75,WIRE,efe
EF30,Line Clamps - Large 8mm U-Bolt,2.91,2.1,3.3465,2.415,WIRE,efe
EF31,Line Clamps - Small 6mm,2.09,1.5,2.4035,1.725,WIRE,efe
EF35,Spring Hook Stainless Large Tail - 50,67.9,47.5,78.085,54.625,WIRE,efe
EF41-2,Tensioner - Combo Black Bobbin,17.07,10.9,19.6305,12.535,WIRE,efe
EF41-6,Tensioner - Mini Nylon Black,5.54,3.6,6.371,4.14,WIRE,efe
EF41-7,Tensioner - Hybrid Comp Spring Standard,6.89,4.95,7.9235,5.6925,WIRE,efe
EF41-8,Tensioner - Combo Hybrid Black Big Boy,13.02,9.35,14.973,10.7525,WIRE,efe
EF42-6,Tensioner - Comp Spring SS Black - 50,205.32,147.5,236.118,169.625,WIRE,efe
EF42-7,Tensioner - Comp Spring SS White - 50,219.24,157.5,252.126,181.125,WIRE,efe
EF42-4,Tensioner - Spring Incl Limit - 50,240.5,162.5,276.575,186.875,WIRE,efe
EF42-8,Dual Action Tension Sensor Set 8Kg DATS,89.3,62.5,102.695,71.875,WIRE,efe
EF42-9,Dual Action Tension Sensor 15Kg DATS,127,88.9,146.05,102.235,WIRE,efe
EF41,Tensioner - Donald,11.07,7.95,12.7305,9.1425,WIRE,efe
,ELECTRIC FENCE - WIRE,,,0,0,WIRE,efe
EF44-1,Braided Wire - Galv 1.2mm - 5Kg Reel,474,320,545.1,368,WIRE,efe
EF44-9,Braided Wire - Galv 1.2mm - 22Kg Reel,1953,1320,2245.95,1518,WIRE,efe
EF44-3,Braided Wire - 316 1.2mm Stainless Steel,1907.91,1290,2194.0965,1483.5,WIRE,efe
EF44-6,Braided Wire - 304 1.2mm Stainless -800m,1323.71,895,1522.2665,1029.25,WIRE,efe
EF44-8,Braided Wire - 1.6mm Aluminium -1000m,730.8,525,840.42,603.75,WIRE,efe
EF44-4,Wire - Galvanised 2.24mm - 50Kg F-Galv,1842.9,1290,2119.335,1483.5,WIRE,efe
EF44-5,Wire - Aluminium 1.6mm x 1000m,1013.12,685,1165.088,787.75,WIRE,efe
EF44-11,Aluminium Wire - Stranded 1.6mm - 500m,384.54,260,442.221,299,WIRE,efe
EF44-14,Aluminium Stranded Wire 2.0mm 500m 4.2Kg,790.83,505,909.4545,580.75,WIRE,efe
EF44-15,Aluminium Solid Wire 2.0mm 500m 3.3Kg,900.45,575,1035.5175,661.25,WIRE,efe
EF45-4,Wire - Stainless 1mm 304 - 12.5Kg Reel,2063,1355,2372.45,1558.25,WIRE,efe
EF45-3,Wire - Stainless 1.2mm 316 - 7Kg Reel,1560.56,1025,1794.644,1178.75,WIRE,efe
EF45-5,Wire - Stainless 1.2mm 316 - 12.5Kg,2778.63,1825,3195.4245,2098.75,WIRE,efe
EF45-6,Wire - Stainless 2mm 495m 316 - 12.5Kg,2600,1820,2990,2093,WIRE,efe
EF68-4,Bracket - Bridging Wire 100mm HDG,1.42,0.95,1.633,1.0925,WIRE,efe
EF68-5,Bracket - Bridging Wire 200mm SS 316,2.35,1.6,2.7025,1.84,WIRE,efe
EF68-6,Bracket - Bridging Wire 100mm SS 316,2.22,1.5,2.553,1.725,WIRE,efe
TL95-1,Compact Heavy Wire Cutter 5mm,565,395,649.75,454.25,WIRE,efe
,,,,0,0,,efe
Prices are subject to change without prior notice.,,,,0,0,,efe
E&OE. Valid until 31st March 2023.,Page: 45,,,0,0,,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,efe
,,,,0,0,,efe
Trade Price List,,,,0,0,,efe
ELECTRIC FENCING,,,,0,0,,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,efe
,ELECTRIC FENCE - INSULATORS,,,0,0,,efe
EF22,Insulator - Strain Jumbo Black,1.99,1.34,2.2885,1.541,INSULATOR,efe
EF22-1,Insulator Porcelain Bobbin Lrg Fireproof,3.85,2.6,4.4275,2.99,INSULATOR,efe
EF22-2,Insulator - Tensioner Bobbin Large Blk,2.26,1.45,2.599,1.6675,INSULATOR,efe
EF22-4,Insulator - Strain Ultra Black,2.8,1.9,3.22,2.185,INSULATOR,efe
EF22-5,Insulator - Strain Ultra Hardened Black,5.18,3.5,5.957,4.025,INSULATOR,efe
EF23,Insulator - Strain Jumbo White,1.98,1.34,2.277,1.541,INSULATOR,efe
EF24,Insulator - Nailon Black,1.54,0.98,1.771,1.127,INSULATOR,efe
EF25,Insulator - Nailon White,1.61,1.03,1.8515,1.1845,INSULATOR,efe
EF26,Insulator - 10mm Black Round Bar,1.59,1.02,1.8285,1.173,INSULATOR,efe
EF27,Insulator - 10mm White Round Bar,1.59,1.02,1.8285,1.173,INSULATOR,efe
EF28,Insulator - Bobbin 4mm Black Flat Bar,1.53,0.98,1.7595,1.127,INSULATOR,efe
EF29,Insulator - Bobbin 4mm White Flat Bar,1.53,0.98,1.7595,1.127,INSULATOR,efe
EF26-5,Insulator - Popem Black Ultra,1.83,1.17,2.1045,1.3455,INSULATOR,efe
EF26-2,Insulator - Jurassic - Black 6.2mm,2.07,1.4,2.3805,1.61,INSULATOR,efe
EF26-3,Insulator - Jurassic - Black 6.2mm Slot,2.07,1.4,2.3805,1.61,INSULATOR,efe
EF27-1,Insulator - Jurassic White 6.2mm,2.07,1.4,2.3805,1.61,INSULATOR,efe
EF27-2,Insulator - Jurassic White 6.2mm Slot,2.07,1.4,2.3805,1.61,INSULATOR,efe
EF26-4,Screw - Jurassic - Self Tapper Hook,1.31,0.85,1.5065,0.9775,ACCESS,efe
EF26-8,Screw - Jurassic Self Tapper Hook Long,1.77,1.15,2.0355,1.3225,ACCESS,efe
EF26-9,Insulator - High Security Shield,1.89,1.28,2.1735,1.472,INSULATOR,efe
EF22-6,Insulator - Tensioner Bobbin - Omega PTL,3.91,2.49,4.4965,2.8635,INSULATOR,efe
EF47-1-1,Insulator - Omega with Clip - Black,1.9,1.28,2.185,1.472,INSULATOR,efe
,ELECTRIC FENCE ACCESSORIES,,,0,0,,efe
EF43-1,Warning Sign - Small Double Sided,13,8.9,14.95,10.235,WARNING,efe
EF43-2,Warning Sign - Electric Fence Large,11.2,7.25,12.88,8.3375,WARINING,efe
,Customised warning signs available on request,,,0,0,WARNING,efe
EF55,S-Hook - Free Standing Fence,5,2.85,5.75,3.2775,FREE,efe
EF55-1,S-Hook - Free Standing Fence 180Deg - HD,8.21,5.9,9.4415,6.785,FREE,efe
EF55-2,S-Hook - Free Standing Fence 90Deg - HDG,7.79,5.6,8.9585,6.44,FREE,efe
EF57-1,Double Pole Lightning Protection System,249.28,180,286.672,207,PROTECTION,efe
EF57-3,Lightning Dual Protection-Inhib-Divert,114.95,82.5,132.1925,94.875,PROTECTION,efe
EF57-5,Electric Fence Lightning Protection Kit,1990,1392.4,2288.5,1601.26,PROTECTION,efe
EF57-6,Electric Fence Lightning Protect Dual Ki,3349,2344,3851.35,2695.6,PROTECTION,efe
EF57-7,Electric Fence Lightning Protection Dual,3307.28,2315.09,3803.372,2662.3535,PROTECTION,efe
EF73-2,Electric Fence High Volt Light Galv Grey,138.5,99.5,159.275,114.425,PROTECTION,efe
EF73-3,Electric Fence High Volt Light SS Blue,139.3,97.5,160.195,112.125,PROTECTION,efe
EF73-4,Easy Fence Tester High Volt Light Timed,336.69,215,387.1935,247.25,TOOL,efe
TL03-4,Electric Fence - Multitool Fence Scope,1612.11,1090,1853.9265,1253.5,TOOL,efe
TL03-3,Nemtek HV LCD Electric Fence Meter,1079.67,730,1241.6205,839.5,TOOL,efe
TL03-5,HV LCD Electric Fence Meter Pouch,79,55,90.85,63.25,TOOL,efe
SD38,Strobe Light Red LED 12VDC,74.18,60.9,85.307,70.035,LIGHT,efe
SD39,Strobe Light Green LED 12VDC,74.18,60.9,85.307,70.035,LIGHT,efe
WL53,Perimter Fence Dual Light on Bracket Blk,273.62,185,314.663,212.75,LIGHT,efe
PS85-4,Perimeter Light PSU PCB 24VDC,222.72,160,256.128,184,LIGHT,efe
EF32-1,Nail in Anchors - 5 x 36mm - 100,75.9,49.3,87.285,56.695,ACCESS,efe
EF32-2,Nail in Anchors - 6 x 35mm-100,91.3,59.3,104.995,68.195,ACCESS,efe
EF33,Nail-in Anchors - 6 x 55mm - 100,104.5,73.1,120.175,84.065,ACCESS,efe
EF32-3,Hammer Drive Zinc Alloy 6 x 50mm 100 p,279,199,320.85,228.85,ACCESS,efe
EF32-4,Hammer Drive Zink Alloy 6 x 65mm - 100,340.19,230,391.2185,264.5,ACCESS,efe
EF33-1,Nail-in Anchors - 8 x 80mm - 50,119,83,136.85,95.45,ACCESS,efe
EF33-2,Nail In Anchors - 8 x 100mm - 50,84,58.5,96.6,67.275,ACCESS,efe
EF33-3,Nail-in Anchors - 6 x 70mm - 100,115,106.2,132.25,122.13,ACCESS,efe
,,,,0,0,,efe
Prices are subject to change without prior notice.,,,,0,0,,efe
E&OE. Valid until 31st March 2023.,Page: 46,,,0,0,,efe
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,efe
,,,,0,0,,efe
Trade Price List,,,,0,0,,efe
ELECTRIC FENCING,,,,0,0,,efe
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,efe
,ELECTRIC FENCE - HT CABLE,,,0,0,,efe
EF19-2,HT Cable - 3 Core 100m Black,1675.76,1175,1927.124,1351.25,CABLE,efe
EF19-4,HT Cable - 4 Core 100m Slimline Black,1797.77,1260,2067.4355,1449,CABLE,efe
EF19-5,HT Cable - Aluminium 100m Solid Black,520.78,365,598.897,419.75,CABLE,efe
EF20-2,HT Cable - Slimline 100m Black SS 316,663.46,465,762.979,534.75,CABLE,efe
EF20-3,HT Cable - Slimline 100m White,784.8,550,902.52,632.5,CABLE,efe
EF20-4,HT Cable Underground 1.6mm 25m,212.98,136,244.927,156.4,CABLE,efe
EF20-5,HT Cable Underground 1.6mm 50m,378.97,242,435.8155,278.3,CABLE,efe
EF20-6,HT Cable Underground 1.6mm 100m,759.51,485,873.4365,557.75,CABLE,efe
EF20-7,HT Cable Underground 2.5mm 100m,978.75,625,1125.5625,718.75,CABLE,efe
EF20-8,HT Cable Underground 2.5mm 25m,289.71,185,333.1665,212.75,CABLE,efe
EF20-9,HT Cable Underground 2.5mm 50m,508.95,325,585.2925,373.75,CABLE,efe
EF21,HT Cable - Slimline 100m Black,765,535,879.75,615.25,CABLE,efe
EF21-2,HT Cable - Slimline 30m Black,242.6,173,278.99,198.95,CABLE,efe
EF84,Silicone Tape - Alcolin - Black,130,91,149.5,104.65,,efe
EF84-1,Silicone Tape - Alcolin - white,122,90.6,140.3,104.19,,efe
EF34,Sliding Gate Contact - Set,138.5,99.5,159.275,114.425,CONTACT,efe
EF34-1,Sliding Gate Contact - In-line,389.8,280,448.27,322,CONTACT,efe
EF34-4,Sliding Gate Contact - In-Line Brass,403.7,290,464.255,333.5,CONTACT,efe
EF34-5,Sliding Gate Contact - In-Line 3 Way,542.9,390,624.335,448.5,CONTACT,efe
EF34-6,Sliding Gate Contact - Universal Bracket,250,175,287.5,201.25,CONTACT,efe
,ELECTRIC FENCE SOLAR,,,0,0,,efe
PS44,Solar Bracket - Alum Box Mnt for 20-140W,806.06,545,926.969,626.75,SOLAR,efe
PS45,Solar Regulator 12V-24V 20Amp,688,481,791.2,553.15,SOLAR,efe
PS45-3,Solar Regulator - 12VDC 10Amp 140 Watt,613.79,415,705.8585,477.25,SOLAR,efe
PS45-7,Sola-Prod 15A MPPT Controller,1215,850,1397.25,977.5,SOLAR,efe
PS47,Solar Module - 20 Watt incl Junction Box,458,320,526.7,368,SOLAR,efe
PS47-6,Solar Panel - 45 Watt incl Junction Box,983.54,665,1131.071,764.75,SOLAR,efe
PS47-3,Solar Panel - 90 Watt incl Junction Box,1909,1336,2195.35,1536.4,SOLAR,efe
PS47-4,Solar Panel - 140 Watt incl Junction Box,2093,1465,2406.95,1684.75,SOLAR,efe
PS85-1,Portable Battery Box 1 - 2 x 12V 2 x USB,2176.74,1390,2503.251,1598.5,SOLAR,efe
PS85-2,Portable Battery Box 2 - 1 x 12V 2 x USB,1986,1390,2283.9,1598.5,SOLAR,efe
,ELECTRIC FENCE POLES - AGRI,,,0,0,,efe
EF47-10,Free Standing Y-Picket Pole 2.4m HDG 8mm,276.84,172,318.366,197.8,FREE,efe
EF47-11,Free Standing Y-Picket Pole 3.0m Bitumin,276.84,172,318.366,197.8,FREE,efe
